C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_35_550.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_35_550.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_35_550.jpg, 0, 0, 0, 7.913187E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_35_875.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_35_875.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_35_875.jpg, 0, 0, 0, 7.907029E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_35_998.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_35_998.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_35_998.jpg, 0, 0, 0, 7.851557E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_119.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_119.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_119.jpg, 0, 0, 0, 7.764431E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_239.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_239.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_239.jpg, 0, 0, 0, 7.868899E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_347.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_347.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_347.jpg, 0, 0, 0, 7.789677E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_482.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_482.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_482.jpg, 0, 0, 0, 7.87028E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_611.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_611.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_611.jpg, 0, 0, 0, 8.133311E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_737.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_737.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_737.jpg, 0, 0, 0, 7.826768E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_862.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_862.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_862.jpg, 0, 0, 0, 7.843557E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_36_990.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_36_990.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_36_990.jpg, 0, 0, 0, 7.781113E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_37_198.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_37_198.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_37_198.jpg, 0, 0, 0, 7.856015E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_37_382.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_37_382.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_37_382.jpg, 0, 0, 0, 7.921451E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_37_534.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_37_534.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_37_534.jpg, 0, 0, 0, 7.824313E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_37_714.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_37_714.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_37_714.jpg, 0, 0, 0, 7.834456E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_37_881.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_37_881.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_37_881.jpg, 0, 0, 0, 7.870766E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_006.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_006.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_006.jpg, 0, 0, 0, 7.986572E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_135.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_135.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_135.jpg, 0, 0, 0, 7.837402E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_266.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_266.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_266.jpg, 0, 0, 0, 7.775747E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_429.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_429.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_429.jpg, 0, 0, 0, 7.795648E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_544.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_544.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_544.jpg, 0, 0, 0, 7.945715E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_660.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_660.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_660.jpg, 0, 0, 0, 7.85872E-05
C:\Users\pradeep reddy\Desktop\data\IMG\center_2021_08_12_12_34_38_795.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\left_2021_08_12_12_34_38_795.jpg, C:\Users\pradeep reddy\Desktop\data\IMG\right_2021_08_12_12_34_38_795.jpg, 0, 0, 0, 7.804963E-05
